hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.item	Answer.target_property	Answer.target_position	Answer.left_items	Answer.middle_items	Answer.right_items	Answer.position_chosen	Answer.items_chosen	Answer.target_frequency	Answer.familiarization_cond	Answer.participant_response_type_condition	Answer.participant_feature_count_condition	Answer.linguistic_framing_condition	Answer.target_filler_sequence_condition	Answer.question_type_condition	Answer.manip_check_target	Answer.manip_check_dist	Answer.manip_check_foil	Answer.name_check_correct	Answer.choice	Answer.choice_correct	Answer.money_allocated_to_foil	Answer.money_allocated_to_target	Answer.money_allocated_to_logical	Answer.Likert_value_foil	Answer.Likert_value_target	Answer.Likert_value_logical	Answer.about	Answer.comment	Answer.age	Answer.gender	Answer.scale_and_levels_condition	Answer.familiarization_present_in_study	Answer.top_question_order	Answer.middle_question_order	Answer.bottom_question_order	Answer.image_version	Answer.color_salience	Answer.hand_position
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	31QNSG6A5RUKW2YSULDX1IM5AVF87P	A33Y1HBAR4TAAD	Submitted	Tue Jun 09 15:09:06 PDT 2015	Mon Jun 08 15:08:23 PDT 2015	Mon Jun 08 15:09:06 PDT 2015						"""house"""	"""car2"""	"""left"""	""""""	"""bicycle2,car1,"""	undefined	"""left"""	""""""	0	-1	0	1	1	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Looking at houses"""	""""""	"""20"""	"""M"""	11	0	0	2	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3KYQYYSHYV83Y3MISF5FYWM1BBMDOQ	A1AVUG8TRXXSJJ	Submitted	Tue Jun 09 15:09:19 PDT 2015	Mon Jun 08 15:08:28 PDT 2015	Mon Jun 08 15:09:19 PDT 2015						"""plate"""	"""spoon2"""	"""left"""	"""spoon1,"""	"""fork1,"""	undefined	"""middle"""	"""fork1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""What silverware came with a plate"""	"""None"""	"""21"""	"""m"""	11	0	2	1	0	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3A9AA95ATWNQFQJQS90BPK3Z8ZK5PR	A3OJJCRUHGMB5Z	Submitted	Tue Jun 09 15:09:39 PDT 2015	Mon Jun 08 15:08:28 PDT 2015	Mon Jun 08 15:09:39 PDT 2015						"""lunchbox"""	"""cookie2"""	"""middle"""	"""apple1,"""	"""cookie1,"""	undefined	"""middle"""	"""cookie1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Doubled_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""lunchboxes"""	""""""	"""20"""	"""m"""	10	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	337RC3OW053HMZJ768PHC1OEGDLLVG	A39Q4SNT7SRK94	Submitted	Tue Jun 09 15:09:40 PDT 2015	Mon Jun 08 15:09:15 PDT 2015	Mon Jun 08 15:09:40 PDT 2015						"""plate"""	"""fork1"""	"""left"""	"""fork1,"""	"""fork1,"""	undefined	"""middle"""	"""fork1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Plates"""	""""""	"""24"""	"""m"""	11	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3WQQ9FUS6AV7YE1I72PD6K81TL68BB	A2JW9RMYFHTI0I	Submitted	Tue Jun 09 15:09:44 PDT 2015	Mon Jun 08 15:08:50 PDT 2015	Mon Jun 08 15:09:44 PDT 2015						"""lunchbox"""	"""cookie2"""	"""middle"""	"""apple2,cookie1,"""	"""cookie1,"""	undefined	"""left"""	"""apple2,cookie1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Lunchboxes"""	"""no comment"""	"""31"""	"""f"""	10	0	1	2	0	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3IOEN3P9S7KJH202CQZQGUZ11EP614	A1JUAIMXSCKG5U	Submitted	Tue Jun 09 15:10:25 PDT 2015	Mon Jun 08 15:09:32 PDT 2015	Mon Jun 08 15:10:25 PDT 2015						"""plate"""	"""fork1"""	"""right"""	"""fork2,spoon1,"""	"""fork2,"""	"""fork1,fork2,"""	"""left"""	"""fork2,spoon1,"""	0	-1	0	1	15	0	0	"""3"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Bob liking spoons."""	""""""	"""26"""	"""F"""	9	0	1	0	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3137ONMDKG6KYWJK0R3RZ5VKK1WGEZ	A8RDXT4ZILHQT	Submitted	Tue Jun 09 15:10:44 PDT 2015	Mon Jun 08 15:09:37 PDT 2015	Mon Jun 08 15:10:44 PDT 2015						"""house"""	"""car2"""	"""middle"""	"""bicycle1,"""	"""car1,"""	undefined	"""middle"""	"""car1,"""	0	-1	0	1	1	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""How people understand linguistic references I guess (a mouthful). """	"""Nope, this was freakishly interesting though! Nice survey!"""	"""18"""	"""f"""	11	0	1	0	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3X87C8JFV6CCL4IG4IS8I031RFDSQ6	A38CW69MB24RRS	Submitted	Tue Jun 09 15:10:55 PDT 2015	Mon Jun 08 15:08:57 PDT 2015	Mon Jun 08 15:10:55 PDT 2015						"""plate"""	"""spoon2"""	"""middle"""	""""""	"""spoon1,"""	"""fork2,spoon1,"""	"""right"""	"""fork2,spoon1,"""	0	-1	0	1	15	0	0	"""3"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""no idea """	"""no"""	"""23"""	"""m"""	9	0	0	1	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3F0BG9B9MPOZB8PA7PBR0VA73AI7Y2	A31O5XYX80XD21	Submitted	Tue Jun 09 15:11:17 PDT 2015	Mon Jun 08 15:05:49 PDT 2015	Mon Jun 08 15:11:17 PDT 2015						"""plate"""	"""spoon2"""	"""middle"""	"""fork2,spoon1,"""	"""spoon1,"""	undefined	"""middle"""	"""spoon1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Doubled_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Which object bob was looking at"""	"""none"""	""""""	"""m"""	10	0	1	0	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	354P56DE9K42FMD18JJ2I9M6MPM7SO	A27LGC4MU1R7PQ	Submitted	Tue Jun 09 15:11:53 PDT 2015	Mon Jun 08 15:04:24 PDT 2015	Mon Jun 08 15:11:53 PDT 2015						"""house"""	"""bicycle1"""	"""left"""	"""bicycle2,"""	"""bicycle2,car1,"""	undefined	"""middle"""	"""bicycle2,car1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""making an inference"""	"""no"""	"""25"""	"""m"""	11	0	0	1	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3PIWWX1FJJ720EVDMYZLTY0SH19JJR	A399GYOD60WD7M	Submitted	Tue Jun 09 15:12:15 PDT 2015	Mon Jun 08 15:11:04 PDT 2015	Mon Jun 08 15:12:15 PDT 2015						"""lunchbox"""	"""cookie2"""	"""left"""	"""cookie1,"""	"""apple2,cookie1,"""	""""""	"""right"""	""""""	0	-1	0	1	15	0	0	"""3"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""lunch boxes"""	""""""	"""48"""	"""f"""	9	0	1	0	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3WS1NTTKEYDFT68VH0YUWVT4PLM0FY	A35MAKWJRI4PBY	Submitted	Tue Jun 09 15:12:40 PDT 2015	Mon Jun 08 15:11:25 PDT 2015	Mon Jun 08 15:12:40 PDT 2015						"""house"""	"""bicycle1"""	"""middle"""	"""bicycle1,"""	"""bicycle1,"""	undefined	"""middle"""	"""bicycle1,"""	0	-1	0	1	15	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""This survey was about Bob looking at houses."""	""""""	"""20"""	"""f"""	11	0	1	2	0	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3YJ6NA41JBHYMPYBHB45QUM4Q0FJPR	A3U2WCPN59KBX5	Submitted	Tue Jun 09 15:12:47 PDT 2015	Mon Jun 08 15:11:45 PDT 2015	Mon Jun 08 15:12:47 PDT 2015						"""lunchbox"""	"""cookie2"""	"""middle"""	"""cookie1,"""	"""cookie1,"""	"""apple1,"""	"""left"""	"""cookie1,"""	0	-1	0	1	15	0	0	"""3"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""lunch boxes with cookies on them"""	""""""	"""31"""	"""f"""	9	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	39GHHAVOMFSCXWCSJRCHNWB9Z4K4JM	A2O4D0WJS54KCO	Submitted	Tue Jun 09 15:12:53 PDT 2015	Mon Jun 08 15:11:59 PDT 2015	Mon Jun 08 15:12:53 PDT 2015						"""plate"""	"""spoon2"""	"""left"""	"""spoon1,"""	"""fork2,spoon1,"""	undefined	"""middle"""	"""fork2,spoon1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""I have no idea"""	"""nope"""	"""27"""	"""m"""	10	0	1	2	0	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3OS46CRSLF0Z3EG0J4JFNI6HQIVV6H	AI73488LTDOU0	Submitted	Tue Jun 09 15:12:55 PDT 2015	Mon Jun 08 15:11:55 PDT 2015	Mon Jun 08 15:12:55 PDT 2015						"""lunchbox"""	"""apple1"""	"""middle"""	"""apple2,cookie1,"""	"""apple1,apple2,"""	undefined	"""left"""	"""apple2,cookie1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""FALSE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""remembering details"""	""""""	"""32"""	"""m"""	10	0	2	1	0	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3BC8WZX3V3X0WQX328H3XG8A1ZXRRJ	A2F7P8XL6AYUPM	Submitted	Tue Jun 09 15:13:12 PDT 2015	Mon Jun 08 15:12:38 PDT 2015	Mon Jun 08 15:13:12 PDT 2015						"""house"""	"""car2"""	"""middle"""	"""bicycle2,car1,"""	""""""	undefined	"""left"""	"""bicycle2,car1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Bob and houses"""	""""""	"""19"""	"""f"""	11	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	39GXDJN2OTFM7SZOCJGD7W28WDLV83	AXH1BDK251PWC	Submitted	Tue Jun 09 15:13:15 PDT 2015	Mon Jun 08 15:12:33 PDT 2015	Mon Jun 08 15:13:15 PDT 2015						"""plate"""	"""fork1"""	"""middle"""	"""fork1,"""	"""fork1,"""	undefined	"""left"""	"""fork1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""perception"""	""""""	"""57"""	"""f"""	11	0	0	1	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3TPZPLC3M0DN1BWMEQCIAN5FU3TP3L	A126UU7IXRJC95	Submitted	Tue Jun 09 15:13:35 PDT 2015	Mon Jun 08 15:12:45 PDT 2015	Mon Jun 08 15:13:35 PDT 2015						"""house"""	"""car2"""	"""middle"""	"""bicycle1,"""	"""car1,"""	undefined	"""middle"""	"""car1,"""	0	-1	0	1	1	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Visual"""	"""no"""	"""37"""	"""f"""	11	0	0	2	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3D3VGR7TA0G8DOC1RIG7FI5UVLH3RR	A2SSC9PR4KPNPQ	Submitted	Tue Jun 09 15:13:36 PDT 2015	Mon Jun 08 15:12:48 PDT 2015	Mon Jun 08 15:13:36 PDT 2015						"""lunchbox"""	"""apple1"""	"""right"""	"""apple1,"""	"""apple1,"""	"""apple1,apple2,"""	"""left"""	"""apple1,"""	0	-1	0	1	16	0	0	"""3"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""perceptions"""	""""""	"""25"""	"""m"""	9	0	1	0	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3137ONMDKG6KYWJK0R3RZ5VKK1WEGX	A2Z6EQWA4XJQGI	Submitted	Tue Jun 09 15:13:55 PDT 2015	Mon Jun 08 15:13:01 PDT 2015	Mon Jun 08 15:13:55 PDT 2015						"""lunchbox"""	"""apple1"""	"""middle"""	"""apple1,"""	"""apple1,apple2,"""	undefined	"""left"""	"""apple1,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""Two_features"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""What item looks the most appearing?"""	""""""	"""20"""	"""female"""	10	0	0	1	2	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	352YTHGROVEG6QH2VR9WBJVUMCFH4T	A3E26Y02PGX10Y	Submitted	Tue Jun 09 15:14:04 PDT 2015	Mon Jun 08 15:12:57 PDT 2015	Mon Jun 08 15:14:04 PDT 2015						"""lunchbox"""	"""cookie2"""	"""left"""	"""cookie1,"""	"""apple1,"""	undefined	"""left"""	"""cookie1,"""	0	-1	0	1	15	0	0	"""2"""	"""1"""	-1	"""FALSE"""	"""Doubled_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Lunch boxes"""	"""Not at this time"""	"""52"""	"""f"""	10	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	33F859I566E0RP2BA6JJJX10W4WHBZ	AYQJO08F8EAB9	Submitted	Tue Jun 09 15:14:32 PDT 2015	Mon Jun 08 15:13:56 PDT 2015	Mon Jun 08 15:14:32 PDT 2015						"""plate"""	"""fork1"""	"""middle"""	"""fork2,spoon1,"""	"""fork2,"""	undefined	"""middle"""	"""fork2,"""	0	-1	0	1	16	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""Plates"""	""""""	"""34"""	"""m"""	11	0	2	0	1	"""3"""	0	-1
3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3J2GQK7M7OWTQ70X0FXPUM0WH1TOPK	Answer a quick experimental question (1-2 mins)	Short and fun! A 1-2 minute word game about what someone is talking about.	"experiment, psychology, game"	$0.20	Mon Jun 08 14:59:41 PDT 2015	540	0	0	0	Reviewable	NotReviewed	1 condition	600	86400	Fri Jun 12 18:59:41 PDT 2015	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV44GSPZGY8VR3SQH6CFDBO	3634BBTX0OVQ01PBLQN02ZT0BF3FI8	A11UQWFUDNIHIL	Submitted	Tue Jun 09 15:14:51 PDT 2015	Mon Jun 08 15:13:28 PDT 2015	Mon Jun 08 15:14:51 PDT 2015						"""plate"""	"""fork1"""	"""middle"""	"""fork2,spoon1,"""	"""fork2,"""	undefined	"""middle"""	"""fork2,"""	0	-1	0	1	1	0	0	"""2"""	"""1"""	-1	"""TRUE"""	"""One_feature"""	"""FALSE"""	-1	-1	-1	-1	-1	-1	"""one word descriptors"""	""""""	"""39"""	"""f"""	11	0	1	2	0	"""3"""	0	-1
